query_id,doc_id,relevance,iteration
2029260,msmarco_doc_53_334466729,0,0
2006375,msmarco_doc_12_1371878848,0,0
2000719,msmarco_doc_42_1208075813,0,0
359349,msmarco_doc_18_4417846489,0,Q0
2037609,msmarco_doc_21_443810726,0,0
2006375,msmarco_doc_12_1318436395,0,0
2026558,msmarco_doc_29_1238347714,0,0
2033470,msmarco_doc_55_1452163580,0,0
2037609,msmarco_doc_22_707090883,0,0
2025747,msmarco_doc_23_994019790,0,0
2000719,msmarco_doc_09_704346776,0,0
2029260,msmarco_doc_40_1028305318,0,0
2006375,msmarco_doc_01_167628516,0,0
1064670,msmarco_doc_50_2383290967,0,0
2006375,msmarco_doc_38_772387543,0,0
2006375,msmarco_doc_59_11486124,0,0
818583,msmarco_doc_44_1835372195,0,0
2000719,msmarco_doc_34_834956884,0,0
2026558,msmarco_doc_27_717205986,0,0
2025747,msmarco_doc_32_810522784,0,0
2036182,msmarco_doc_04_1101882563,0,0
2025747,msmarco_doc_56_1587070204,0,0
1116380,msmarco_doc_03_1755070342,0,0
2025747,msmarco_doc_35_1697446033,0,0
2025747,msmarco_doc_14_1692399706,0,0
2006394,msmarco_doc_35_420608871,0,0
2037609,msmarco_doc_38_643050148,0,0
2026558,msmarco_doc_55_1559875183,0,0
2006375,msmarco_doc_08_1186187700,0,0
2037609,msmarco_doc_40_867989650,0,0
2026558,msmarco_doc_33_977653431,0,0
2006375,msmarco_doc_53_419749693,0,0
2025747,msmarco_doc_26_637954749,0,0
2054355,msmarco_doc_45_105973108,0,0
2029260,msmarco_doc_35_1645787508,0,0
2002533,msmarco_doc_22_376124385,0,0
2026150,msmarco_doc_50_2556882695,0,0
952284,msmarco_doc_33_1569917828,0,0
2026558,msmarco_doc_30_1303947494,0,0
2029260,msmarco_doc_32_1500788696,0,0
2006375,msmarco_doc_00_1136692883,0,0
2006375,msmarco_doc_55_1309799052,0,0
336901,msmarco_doc_07_105494476,0,0
2026558,msmarco_doc_35_1700000569,0,0
2037609,msmarco_doc_59_497373996,0,0
2006375,msmarco_doc_20_1605195338,0,0
1105792,msmarco_doc_09_1629213673,0,0
2029260,msmarco_doc_11_1246949049,0,0
2000719,msmarco_doc_30_388983478,0,0
2026558,msmarco_doc_53_716214239,0,0
2026558,msmarco_doc_08_1308104609,0,0
2025747,msmarco_doc_41_752014223,0,0
2037609,msmarco_doc_15_1026070912,0,0
2000719,msmarco_doc_46_737898799,0,0
2029260,msmarco_doc_47_1350162971,0,0
2025747,msmarco_doc_49_1795901544,0,0
2006375,msmarco_doc_51_1453636079,0,0
2036182,msmarco_doc_35_230468659,0,0
2000719,msmarco_doc_37_207806978,0,0
2037609,msmarco_doc_59_697047185,0,0
2029260,msmarco_doc_44_358255180,0,0
2025747,msmarco_doc_14_1211183188,0,0
2000719,msmarco_doc_08_1099925238,0,0
2026558,msmarco_doc_03_1061429780,0,0
2029260,msmarco_doc_03_1061335566,0,0
2029260,msmarco_doc_36_697332881,0,0
2025747,msmarco_doc_42_262287332,0,0
2026558,msmarco_doc_22_585925151,0,0
2006375,msmarco_doc_00_91317575,0,0
2025747,msmarco_doc_29_77616748,0,0
2037609,msmarco_doc_21_694468986,0,0
2006375,msmarco_doc_36_1488206413,0,0
2025747,msmarco_doc_31_997379406,0,0
2037609,msmarco_doc_43_1341959856,0,0
2025747,msmarco_doc_30_1846960115,0,0
2000719,msmarco_doc_29_79257437,0,0
2029260,msmarco_doc_27_719401333,0,0
2037609,msmarco_doc_07_846214268,0,0
2000719,msmarco_doc_46_217156771,0,0
2029260,msmarco_doc_12_1939583398,0,0
2037609,msmarco_doc_56_724763928,0,0
2026558,msmarco_doc_31_1809442712,0,0
2002533,msmarco_doc_22_369945691,0,0
2029260,msmarco_doc_35_1461329319,0,0
2029260,msmarco_doc_14_706598007,0,0
2000719,msmarco_doc_44_1761726630,0,0
2029260,msmarco_doc_08_1227066598,0,0
2025747,msmarco_doc_00_251802819,0,0
2026558,msmarco_doc_29_348558251,0,0
2037609,msmarco_doc_14_71484374,0,0
2029260,msmarco_doc_47_701923051,0,0
2037609,msmarco_doc_04_1225884460,0,0
2000719,msmarco_doc_21_790583875,0,0
2029260,msmarco_doc_29_78546487,0,0
2037609,msmarco_doc_00_254591657,0,0
2006375,msmarco_doc_38_1305989833,0,0
2032956,msmarco_doc_40_1187268088,0,0
2006375,msmarco_doc_56_1674528984,0,0
2026558,msmarco_doc_00_1494840143,0,0
2029260,msmarco_doc_51_1100679813,0,0
2026558,msmarco_doc_59_522482521,0,0
2026558,msmarco_doc_12_1729236887,0,0
2006375,msmarco_doc_24_832969336,0,0
2029260,msmarco_doc_15_848024862,0,0
2000511,msmarco_doc_31_643287946,0,0
2006375,msmarco_doc_53_514719020,0,0
2006375,msmarco_doc_22_943812674,0,0
2026558,msmarco_doc_31_630004966,0,0
2026558,msmarco_doc_37_1415929493,0,0
2000719,msmarco_doc_45_984355181,0,0
2026558,msmarco_doc_36_880005716,0,0
2026558,msmarco_doc_01_1770262903,0,0
2037609,msmarco_doc_33_903620058,0,0
2036182,msmarco_doc_37_979450328,0,0
2025747,msmarco_doc_44_34751155,0,0
2026558,msmarco_doc_42_502346542,0,0
2049417,msmarco_doc_55_483382724,0,0
2006375,msmarco_doc_39_428835740,0,0
2026558,msmarco_doc_32_1681041857,0,0
2034676,msmarco_doc_18_1134526406,0,0
2026558,msmarco_doc_13_1311587994,0,0
2000719,msmarco_doc_11_808732166,0,0
2006375,msmarco_doc_06_1716179578,0,0
2029260,msmarco_doc_37_33115468,0,0
2037609,msmarco_doc_43_849531196,0,0
2026558,msmarco_doc_40_1403949514,0,0
2034205,msmarco_doc_34_494334597,0,0
2013306,msmarco_doc_37_1107357323,0,0
2006375,msmarco_doc_47_1407042359,0,0
2031726,msmarco_doc_30_1850263968,1,0
1106007,msmarco_doc_27_75611140,1,Q0
2031726,msmarco_doc_20_1708918062,1,0
935353,msmarco_doc_02_1725534566,1,0
2031726,msmarco_doc_02_363822537,1,0
2031726,msmarco_doc_53_1465581599,1,0
2025747,msmarco_doc_43_610324091,1,0
2031726,msmarco_doc_03_1071959547,1,0
2031726,msmarco_doc_40_832859338,1,0
2031726,msmarco_doc_43_849432923,1,0
2031726,msmarco_doc_25_685299987,1,0
2031726,msmarco_doc_13_1060107998,1,0
2031726,msmarco_doc_34_1610167488,1,0
1106007,msmarco_doc_04_279559921,1,Q0
1113361,msmarco_doc_24_1366573524,1,0
2031726,msmarco_doc_33_1017242493,1,0
2031726,msmarco_doc_19_1823361316,1,0
2031726,msmarco_doc_09_160391261,1,0
1063750,msmarco_doc_04_660583991,1,Q0
2031726,msmarco_doc_25_469461442,1,0
2026150,msmarco_doc_47_1163555316,1,0
1006728,msmarco_doc_21_709073039,1,0
2031726,msmarco_doc_14_799216313,1,0
2031726,msmarco_doc_15_928882049,1,0
2031726,msmarco_doc_22_698518496,1,0
47923,msmarco_doc_00_1650552396,1,Q0
1063750,msmarco_doc_26_1937275153,1,Q0
2031726,msmarco_doc_42_263205189,1,0
2031726,msmarco_doc_14_1123963190,1,0
2031726,msmarco_doc_40_1728308460,1,0
2031726,msmarco_doc_45_1086464496,1,0
237669,msmarco_doc_07_415251722,1,0
2031726,msmarco_doc_38_1449609940,1,0
1117099,msmarco_doc_07_814667211,1,Q0
2027497,msmarco_doc_33_1165530604,1,0
2031726,msmarco_doc_52_1414288737,1,0
421946,msmarco_doc_12_563158684,1,0
2031726,msmarco_doc_55_1628246723,1,0
2031726,msmarco_doc_49_558573133,1,0
2045272,msmarco_doc_43_313535913,1,0
2031726,msmarco_doc_37_1614273307,1,0
2031726,msmarco_doc_33_888125602,1,0
2031726,msmarco_doc_57_1433698774,1,0
300986,msmarco_doc_24_1094280561,1,0
2031726,msmarco_doc_16_103420037,1,0
2031726,msmarco_doc_22_1658336425,1,0
2031726,msmarco_doc_32_228044742,1,0
2031726,msmarco_doc_29_75441225,1,0
2031726,msmarco_doc_15_1674090918,1,0
2031726,msmarco_doc_23_230798848,1,0
2031726,msmarco_doc_00_839986067,1,0
2031726,msmarco_doc_59_36704028,1,0
2031726,msmarco_doc_09_99881964,1,0
2031726,msmarco_doc_51_1117476966,1,0
2031726,msmarco_doc_29_82367527,1,0
2036968,msmarco_doc_38_877350328,1,0
2031726,msmarco_doc_20_880768891,1,0
2031726,msmarco_doc_12_384028790,1,0
2031726,msmarco_doc_57_185681364,1,0
2031726,msmarco_doc_59_511151683,1,0
2031726,msmarco_doc_07_1575854625,1,0
2031726,msmarco_doc_52_1352054752,1,0
2031726,msmarco_doc_22_655813175,1,0
615176,msmarco_doc_33_187368092,1,0
1103547,msmarco_doc_00_53727940,1,0
2031726,msmarco_doc_50_751688287,1,0
2031726,msmarco_doc_44_402201658,1,0
2031726,msmarco_doc_32_893091080,1,0
2031726,msmarco_doc_15_388702563,1,0
2031726,msmarco_doc_07_1221634916,1,0
2043895,msmarco_doc_49_1531310242,1,0
2031726,msmarco_doc_59_511638951,1,0
2031726,msmarco_doc_47_747239928,1,0
2031726,msmarco_doc_25_442900660,1,0
2031726,msmarco_doc_16_101307721,1,0
1103547,msmarco_doc_18_2645532571,1,0
2031726,msmarco_doc_59_524843442,1,0
2031726,msmarco_doc_38_1333462704,1,0
112700,msmarco_doc_25_50111642,1,0
2031726,msmarco_doc_41_1763073338,1,0
2031726,msmarco_doc_40_1046972720,1,0
2031726,msmarco_doc_29_75530331,1,0
2031726,msmarco_doc_59_636253773,1,0
264014,msmarco_doc_37_570580032,1,Q0
2031726,msmarco_doc_55_1647628952,1,0
2031726,msmarco_doc_20_1441605703,1,0
2028378,msmarco_doc_00_1386400389,1,0
2031726,msmarco_doc_35_1695802038,1,0
2031726,msmarco_doc_59_478908238,1,0
364210,msmarco_doc_11_1449751828,1,0
2031726,msmarco_doc_23_178976160,1,0
2031726,msmarco_doc_34_228726248,1,0
2031726,msmarco_doc_40_1341552747,1,0
2031726,msmarco_doc_54_1734160841,1,0
2031726,msmarco_doc_49_1806234197,1,0
1112341,msmarco_doc_55_29237846,1,Q0
2031726,msmarco_doc_38_1541046927,1,0
2031726,msmarco_doc_55_1548870145,1,0
2031726,msmarco_doc_52_874087827,1,0
2031726,msmarco_doc_05_1798148416,1,0
2031726,msmarco_doc_25_161045470,1,0
2031726,msmarco_doc_55_540522382,1,0
2025747,msmarco_doc_43_625661772,1,0
2031726,msmarco_doc_47_1408783331,1,0
2003322,msmarco_doc_51_1135652477,1,0
1110996,msmarco_doc_26_1968285436,1,0
2031726,msmarco_doc_45_282709280,1,0
2031726,msmarco_doc_55_1566950039,1,0
2012431,msmarco_doc_35_1590607788,1,0
2031726,msmarco_doc_45_740608989,1,0
2031726,msmarco_doc_44_782361040,1,0
2031726,msmarco_doc_13_1112275237,1,0
2031726,msmarco_doc_24_1737366463,1,0
2031726,msmarco_doc_02_475836438,1,0
2031726,msmarco_doc_49_612020792,1,0
2031726,msmarco_doc_33_993162577,1,0
2031726,msmarco_doc_36_1645257455,1,0
2031726,msmarco_doc_54_603451884,1,0
2039908,msmarco_doc_32_93112143,1,0
2031726,msmarco_doc_19_1520467970,1,0
2031726,msmarco_doc_22_620550009,1,0
2031726,msmarco_doc_20_1340977808,1,0
2031726,msmarco_doc_31_661903821,1,0
2031726,msmarco_doc_04_1437351516,1,0
2031726,msmarco_doc_51_888180385,1,0
646091,msmarco_doc_01_1902233648,1,0
2034205,msmarco_doc_51_1065653853,1,0
2031726,msmarco_doc_11_340010239,1,0
2031726,msmarco_doc_05_1865576505,1,0
1006728,msmarco_doc_13_780874118,1,0
226975,msmarco_doc_24_206857956,1,0
2039908,msmarco_doc_42_776070245,1,0
2031726,msmarco_doc_25_1650935306,1,0
806694,msmarco_doc_03_32903804,1,0
2031726,msmarco_doc_57_22501530,1,0
2031726,msmarco_doc_56_1080988346,1,0
2031726,msmarco_doc_36_1605116264,1,0
1132532,msmarco_doc_41_649296801,1,0
2031726,msmarco_doc_42_1225098572,1,0
2031726,msmarco_doc_25_113740013,1,0
2025747,msmarco_doc_43_672681558,1,0
2031726,msmarco_doc_16_1141642607,1,0
2038466,msmarco_doc_01_2064068161,1,0
2031726,msmarco_doc_49_701093458,1,0
2031726,msmarco_doc_47_281482171,1,0
2031726,msmarco_doc_14_1075898234,1,0
359349,msmarco_doc_11_1462866388,1,Q0
2031726,msmarco_doc_45_1676414563,1,0
2031726,msmarco_doc_10_1617996220,1,0
2031726,msmarco_doc_37_864976642,1,0
2031726,msmarco_doc_53_832369422,1,0
2031726,msmarco_doc_49_18313958,1,0
2031726,msmarco_doc_55_311087976,1,0
2031726,msmarco_doc_14_1122284853,1,0
2031726,msmarco_doc_04_244330295,1,0
2031726,msmarco_doc_25_157616863,1,0
2031726,msmarco_doc_55_1557230479,1,0
2028378,msmarco_doc_23_337895353,1,0
2031726,msmarco_doc_59_503192765,1,0
2031726,msmarco_doc_40_1342142988,1,0
2031726,msmarco_doc_59_578623333,1,0
2031726,msmarco_doc_59_462374316,1,0
2031726,msmarco_doc_10_1620670881,1,0
2031726,msmarco_doc_36_651954516,1,0
2031726,msmarco_doc_36_1564322499,1,0
2031726,msmarco_doc_04_298911808,1,0
2031726,msmarco_doc_33_1338974029,1,0
2026150,msmarco_doc_56_1790379674,1,0
2038466,msmarco_doc_06_1523499015,1,0
2031726,msmarco_doc_36_949086817,1,0
1107821,msmarco_doc_18_2438012755,1,0
681645,msmarco_doc_19_2322555177,1,0
2031726,msmarco_doc_22_1024929616,1,0
2031726,msmarco_doc_57_224881803,1,0
2029260,msmarco_doc_12_1278049991,1,0
2031726,msmarco_doc_26_626629927,1,0
2031726,msmarco_doc_24_1887823121,1,0
2027497,msmarco_doc_57_1426578625,1,0
451602,msmarco_doc_10_723508178,1,Q0
2031726,msmarco_doc_50_2658755487,1,0
2031726,msmarco_doc_24_1729177952,1,0
2031726,msmarco_doc_19_2335151110,1,0
2031726,msmarco_doc_43_764345479,1,0
2031726,msmarco_doc_40_1341383481,1,0
2031726,msmarco_doc_16_1149432014,1,0
2031726,msmarco_doc_29_803055513,1,0
2031726,msmarco_doc_59_596600659,1,0
2031726,msmarco_doc_01_1627587920,1,0
2031726,msmarco_doc_51_434918192,1,0
2031726,msmarco_doc_26_756458931,1,0
2031726,msmarco_doc_20_847032641,1,0
2031726,msmarco_doc_03_642857210,1,0
2031726,msmarco_doc_56_738444979,1,0
2031726,msmarco_doc_22_1374378579,1,0
2031726,msmarco_doc_10_183638842,1,0
2031726,msmarco_doc_07_718185715,1,0
2031726,msmarco_doc_57_712939146,1,0
2031726,msmarco_doc_22_1157033487,1,0
330975,msmarco_doc_06_948488087,1,0
2031726,msmarco_doc_33_1239821453,1,0
2031726,msmarco_doc_29_330684210,1,0
2009553,msmarco_doc_58_1409655511,1,0
2031726,msmarco_doc_47_1406781490,1,0
1103547,msmarco_doc_43_1191397647,1,0
2031726,msmarco_doc_01_994058055,1,0
2031726,msmarco_doc_23_1569092259,1,0
2031726,msmarco_doc_54_1753786102,1,0
2031726,msmarco_doc_31_45824106,1,0
2031726,msmarco_doc_00_1172168843,1,0
2031726,msmarco_doc_44_460523699,1,0
832573,msmarco_doc_07_1375747079,1,0
2031726,msmarco_doc_06_169030156,1,0
2025747,msmarco_doc_43_620868284,1,0
2031726,msmarco_doc_53_1258825931,1,0
2031726,msmarco_doc_16_1149530385,1,0
2056323,msmarco_doc_49_1831612689,1,0
2031726,msmarco_doc_52_1192086007,1,0
2031726,msmarco_doc_36_953909710,1,0
2031726,msmarco_doc_41_1788444939,1,0
2031726,msmarco_doc_12_820276492,1,0
2031726,msmarco_doc_39_1388412086,1,0
2031726,msmarco_doc_58_1624690532,1,0
2012431,msmarco_doc_38_1385574523,1,0
2031726,msmarco_doc_03_840991939,1,0
2031726,msmarco_doc_33_889071192,1,0
673670,msmarco_doc_08_484581335,1,0
2031726,msmarco_doc_59_524215762,1,0
2031726,msmarco_doc_39_17733476,1,0
2031726,msmarco_doc_00_1403430288,1,0
2031726,msmarco_doc_46_1362313298,1,0
2031726,msmarco_doc_51_487570568,1,0
2031726,msmarco_doc_33_161299803,1,0
2031726,msmarco_doc_47_1273241625,1,0
2031726,msmarco_doc_22_638947141,1,0
2031726,msmarco_doc_59_568075607,1,0
2004237,msmarco_doc_54_319530241,1,0
2031726,msmarco_doc_59_505777157,1,0
2055795,msmarco_doc_20_470782554,1,0
1006728,msmarco_doc_28_1041014786,1,0
2031726,msmarco_doc_06_1575822165,1,0
2031726,msmarco_doc_26_1937638888,1,0
2031726,msmarco_doc_15_956459864,1,0
2031726,msmarco_doc_16_83394541,1,0
2031726,msmarco_doc_39_958180558,1,0
2031726,msmarco_doc_32_1182889849,1,0
2031726,msmarco_doc_35_586414029,1,0
2031726,msmarco_doc_24_477740084,1,0
2025747,msmarco_doc_43_673842864,1,0
2031726,msmarco_doc_36_209191679,1,0
2031726,msmarco_doc_38_768128473,1,0
2013306,msmarco_doc_57_1044822028,2,0
2013306,msmarco_doc_10_227460469,2,0
2013306,msmarco_doc_59_512203161,2,0
2013306,msmarco_doc_22_584174455,2,0
2013306,msmarco_doc_56_1260241321,2,0
2013306,msmarco_doc_03_980031030,2,0
2013306,msmarco_doc_04_1296058266,2,0
2013306,msmarco_doc_30_903462148,2,0
2013306,msmarco_doc_48_1013039675,2,0
2013306,msmarco_doc_27_1254358524,2,0
2013306,msmarco_doc_06_1705723907,2,0
2013306,msmarco_doc_34_1103327166,2,0
2013306,msmarco_doc_17_3644180692,2,0
2013306,msmarco_doc_59_524496556,2,0
661905,msmarco_doc_21_628970719,2,0
2013306,msmarco_doc_33_668498626,2,0
2013306,msmarco_doc_59_292951580,2,0
2013306,msmarco_doc_03_1043128495,2,0
2013306,msmarco_doc_06_990433098,2,0
2013306,msmarco_doc_30_1901495158,2,0
2013306,msmarco_doc_11_175987662,2,0
1118716,msmarco_doc_28_271222978,2,0
112700,msmarco_doc_57_1096696176,2,0
2013306,msmarco_doc_58_1386716630,2,0
2013306,msmarco_doc_24_41673224,2,0
2013306,msmarco_doc_06_368235341,2,0
2013306,msmarco_doc_35_1374892818,2,0
2013306,msmarco_doc_42_776616097,2,0
2013306,msmarco_doc_33_1617837598,2,0
2013306,msmarco_doc_13_361063400,2,0
2013306,msmarco_doc_15_1328758538,2,0
2013306,msmarco_doc_00_189281047,2,0
2013306,msmarco_doc_21_273874863,2,0
2013306,msmarco_doc_59_512686653,2,0
2013306,msmarco_doc_48_1522273937,2,0
2013306,msmarco_doc_35_1700856310,2,0
2013306,msmarco_doc_45_1686467048,2,0
2013306,msmarco_doc_16_1142023405,2,0
2013306,msmarco_doc_55_311613328,2,0
2013306,msmarco_doc_34_1192155773,2,0
2013306,msmarco_doc_51_1020142707,2,0
2013306,msmarco_doc_03_1416129913,2,0
2013306,msmarco_doc_37_853412285,2,0
2013306,msmarco_doc_36_75813615,2,0
2013306,msmarco_doc_59_576785169,2,0
2013306,msmarco_doc_41_536881991,2,0
2013306,msmarco_doc_32_810645218,2,0
2013306,msmarco_doc_26_621922398,2,0
2013306,msmarco_doc_57_1062587191,2,0
2013306,msmarco_doc_35_1230731229,2,0
2013306,msmarco_doc_24_1381666665,2,0
2013306,msmarco_doc_31_587260151,2,0
2013306,msmarco_doc_41_1762722903,2,0
2013306,msmarco_doc_34_1532923985,2,0
1063750,msmarco_doc_26_1627157734,2,Q0
2013306,msmarco_doc_41_293448326,2,0
2013306,msmarco_doc_23_40431439,2,0
2013306,msmarco_doc_15_1493398550,2,0
540006,msmarco_doc_03_1312220580,2,0
764738,msmarco_doc_42_758396283,2,0
2012536,msmarco_doc_32_1077180044,2,0
2013306,msmarco_doc_33_295287662,2,0
2013306,msmarco_doc_35_1450663223,2,0
1006728,msmarco_doc_02_629301798,2,0
2013306,msmarco_doc_35_1356606677,2,0
2013306,msmarco_doc_53_1420856550,2,0
2013306,msmarco_doc_28_322362908,2,0
2013306,msmarco_doc_15_1821130639,2,0
2013306,msmarco_doc_13_1173575543,2,0
2013306,msmarco_doc_46_635403116,2,0
2013306,msmarco_doc_04_1250588475,2,0
2013306,msmarco_doc_59_501840777,2,0
2013306,msmarco_doc_06_581700231,2,0
2013306,msmarco_doc_02_1307448080,2,0
2013306,msmarco_doc_23_998250791,2,0
2013306,msmarco_doc_55_1563086163,2,0
2013306,msmarco_doc_57_74624818,2,0
2030323,msmarco_doc_23_297714704,2,0
2013306,msmarco_doc_13_222753039,2,0
2027497,msmarco_doc_48_1767025509,2,0
364210,msmarco_doc_48_1483415,2,0
2028378,msmarco_doc_53_647619126,2,0
2013306,msmarco_doc_30_818945444,2,0
2013306,msmarco_doc_00_870700857,2,0
2013306,msmarco_doc_08_552854720,2,0
2013306,msmarco_doc_43_1498857692,2,0
2013306,msmarco_doc_40_497592518,2,0
2013306,msmarco_doc_53_380096646,2,0
2013306,msmarco_doc_36_705551788,2,0
2013306,msmarco_doc_05_1671009278,2,0
2013306,msmarco_doc_50_2657901593,2,0
2013306,msmarco_doc_38_1338272862,2,0
2013306,msmarco_doc_13_1059607397,2,0
2013306,msmarco_doc_59_477521504,2,0
2013306,msmarco_doc_22_1202768327,2,0
2013306,msmarco_doc_36_1561715662,2,0
2013306,msmarco_doc_37_817838781,2,0
2046371,msmarco_doc_09_351281325,2,0
2013306,msmarco_doc_03_1538370019,2,0
2013306,msmarco_doc_08_611882351,2,0
2013306,msmarco_doc_00_1139642046,2,0
2013306,msmarco_doc_46_810505653,2,0
2013306,msmarco_doc_33_779811004,2,0
2013306,msmarco_doc_53_686854041,2,0
2055211,msmarco_doc_33_644232757,2,0
2013306,msmarco_doc_11_902586553,2,0
2013306,msmarco_doc_41_1763600378,2,0
2013306,msmarco_doc_57_1348749106,2,0
2013306,msmarco_doc_26_65259646,2,0
2013306,msmarco_doc_29_328866965,2,0
2053884,msmarco_doc_01_1775971650,2,0
2013306,msmarco_doc_01_621948153,2,0
2013306,msmarco_doc_11_944399767,2,0
2013306,msmarco_doc_48_983750318,2,0
2013306,msmarco_doc_01_1858358097,2,0
2002269,msmarco_doc_49_1112248328,2,0
2013306,msmarco_doc_42_1229254065,2,0
2013306,msmarco_doc_53_688149129,2,0
2000719,msmarco_doc_28_825131071,2,0
2013306,msmarco_doc_11_345809068,2,0
2013306,msmarco_doc_31_629881842,2,0
2013306,msmarco_doc_52_1811118470,2,0
